Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
11-11-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7,17.8,231,464
18-11-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.6,23.5,202,399
22-11-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.3,19,188,419
25-11-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.9,18.1,216,457
29-11-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.9,20.4,111,501
12-02-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.8,20.2,173,430
12-06-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5.4,11.6,114,249
12-09-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.9,17.1,124,338
13-12-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.8,21.6,192,430
16-12-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.4,16.1,251,496
20-12-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7,19,272,498
23-12-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7,18.9,209,484
27-12-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.2,19.8,143,329
30-12-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5.7,16.5,240,443
01-03-2005,Uttar Pradesh,Kanpur,Dabauli,Residential and others,12.6,18,216,248
