Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
01-04-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8.3,9.2,111,319
01-07-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,5.2,7.1,279,394
01-11-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,7.3,9.5,172,361
15-01-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,5.7,11.3,221,379
18-01-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8.5,11.1,150,470
20-01-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,10.2,11.7,132,324
25-01-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,6.8,12.1,255,397
28-01-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8.2,11.1,200,374
02-01-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8.3,8.8,148,340
02-04-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,7.8,10.8,157,302
02-08-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8.2,12.2,128,362
02-11-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8.7,11.8,298,590
15-02-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8.7,11.8,207,418
18-02-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,11.2,10.8,216,440
22-02-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,9.3,11.1,227,390
25-02-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,9.2,10.3,179,262
03-01-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,7,10.8,206,376
03-04-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,9.5,17.3,212,396
03-09-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8.7,11.6,173,396
03-11-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8.2,11.8,189,349
15-03-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8.8,13.6,228,408
18-03-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,10,11.2,187,390
22-03-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,9.3,10.8,211,425
24-03-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,7.7,13.8,179,425
29-03-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,9.2,14.2,195,351
04-01-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,7.5,9.6,266,375
04-05-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8.8,11.8,208,357
04-08-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8,10.2,147,402
04-12-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,6.5,9.3,153,380
15-04-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,6.8,8.7,186,457
19-04-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,6.7,10.8,179,402
23-04-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,7.3,9.9,166,366
26-04-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,6.8,12.1,156,404
29-04-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8.3,11.3,217,495
05-03-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,6,10,115,337
05-06-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,7,10,162,338
05-10-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,6,13,202,384
13-05-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,6,13,179,378
17-05-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8,13,222,418
20-05-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,7,14,308,580
24-05-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,6,10,180,426
07-01-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8,10,119,247
19-07-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8,11,151,371
22-07-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8,10,154,343
29-07-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,9,10,166,380
08-02-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,9,10,136,284
08-05-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,9,12,143,352
08-09-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,7,NA,153,329
08-12-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,7,NA,145,275
26-08-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8,9,151,355
30-08-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,9,10,146,352
09-02-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,9,10,143,319
09-06-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,6,NA,133,289
09-09-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,10,11,158,353
13-09-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8,9,149,347
20-09-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,9,10,144,316
27-09-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,7,10,147,316
30-09-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,7,NA,148,337
10-05-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8,10,131,300
10-07-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8,11,162,367
10-10-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8,NA,148,321
25-10-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,9,9,153,333
11-08-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8,10,147,331
11-11-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,7,9,137,306
16-11-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,7,NA,140,329
18-11-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,6,NA,143,306
22-11-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8,9,138,307
25-11-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8,9,135,304
29-11-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,9,10,139,308
12-02-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,6,9,141,299
12-06-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,7,NA,138,298
12-09-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,7,9,135,313
13-12-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,11,11,152,354
16-12-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,9,11,141,346
20-12-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,7,NA,140,295
23-12-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8,10,137,295
27-12-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,8,10,143,342
30-12-2005,Uttar Pradesh,Agra,Nunhai,Industrial Areas,7,9,141,315
01-03-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,7,8.4,134,260
01-06-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8.5,11.2,141,242
01-10-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,5.8,8.2,93,320
13-01-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,NA,NA,164,414
17-01-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,7.5,12.8,120,322
20-01-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8.5,11.3,129,324
27-01-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,6.4,9.9,208,608
31-01-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,7,10.7,145,377
02-03-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,7,7.6,160,267
02-07-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8.8,12.3,110,203
02-10-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8.8,14,113,213
17-02-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,9,14,127,512
21-02-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,9.2,13.6,218,644
24-02-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,10,187,388
28-02-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,6.5,9.4,142,419
03-01-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,9.5,13.7,160,341
03-03-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,9.3,13,157,392
03-07-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,9,14.2,107,334
03-10-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8.7,12,152,388
14-03-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,7.2,13.2,192,424
17-03-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,4.3,9,123,312
28-03-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,6.3,13.9,211,372
31-03-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,7.3,13.1,126,493
04-04-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,6.2,10.6,125,369
04-07-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8.8,10.3,216,492
04-11-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,7.5,9.8,118,406
13-04-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8.7,11.5,169,367
19-04-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,8.5,127,410
21-04-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,7.3,8.6,138,324
25-04-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8.2,10.7,153,363
28-04-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,4.8,7.8,107,447
05-02-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,10,302,564
05-05-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,6,12,144,403
05-09-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,7,14,141,406
05-12-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,7,13,182,387
16-05-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,7,14,150,448
19-05-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,9,14,133,390
26-05-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,7,14,134,349
30-05-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,11,156,411
06-03-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,10,15,169,416
06-06-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,9,14,164,398
06-09-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,7,13,152,410
07-04-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,7,10,127,279
07-07-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,10,133,286
18-07-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,11,126,211
25-07-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,6,9,123,245
28-07-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,10,119,239
08-01-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,NA,127,276
08-04-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,6,NA,132,226
08-09-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,7,9,115,242
25-08-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,9,10,125,282
29-08-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,10,143,329
09-01-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,9,127,270
09-05-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,10,113,266
09-08-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,9,137,313
09-12-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,7,NA,130,270
19-09-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,9,10,134,270
22-09-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,9,133,274
26-09-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,9,128,272
29-09-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,9,129,258
10-03-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,9,142,317
10-06-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,NA,127,277
10-10-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,7,NA,129,249
18-10-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,9,13,124,244
11-07-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,9,10,142,262
11-10-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,6,9,117,256
14-11-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,7,9,129,262
17-11-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,7,NA,98,227
23-11-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,5,NA,113,232
28-11-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,9,10,140,283
12-01-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,5,NA,115,238
12-05-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,10,114,253
12-08-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,10,130,265
12-12-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,9,10,129,271
15-12-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,9,138,284
19-12-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,7,9,132,259
22-12-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,10,125,267
26-12-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,10,126,266
29-12-2005,Uttar Pradesh,Agra,Regional Office,Residential and others,8,9,126,265
02-07-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,8,27,182,507
06-03-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,5,32,396,NA
06-07-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,4,20,183,548
06-10-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,6,36,534,NA
29-06-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,6,40,92,219
21-07-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,NA,16,144,451
22-07-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,NA,40,173,797
29-07-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,17,17,43,92
08-01-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,6,21,34,186
08-02-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,8,25,60,227
08-03-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,6,25,50,153
08-07-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,27,17,NA,512
08-10-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,NA,22,180,918
08-11-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,4,20,226,838
14-08-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,NA,NA,NA,NA
16-08-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,NA,NA,NA,NA
17-08-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,19,17,72,242
18-08-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,31,25,76,329
25-08-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,NA,NA,119,560
28-08-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,21,27,117,625
29-08-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,13,27,162,644
30-08-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,22,27,NA,NA
31-08-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,22,26,NA,NA
09-12-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,4.5,42,129,200
21-09-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,12,36,102,NA
27-09-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,11,21,155,399
10-04-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,NA,25,404,749
10-06-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,NA,36,312,767
15-10-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,NA,39,181,586
18-10-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,17,60,219,564
20-10-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,49,17,227,421
24-10-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,14,51,474,712
11-01-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,14,28,349,474
11-02-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,11,23,129,337
11-03-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,8,26,193,554
11-07-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,NA,44,407,854
11-10-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,4,60,609,NA
13-11-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,4,20,654,NA
16-11-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,6,64,451,803
22-11-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,4,38,678,1026
26-11-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,4,42,371,648
28-11-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,4,36,283,709
12-03-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,NA,55,247,771
12-06-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,7,60,568,1128
12-08-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,7,63,560,1164
12-09-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,11,77,516,1128
12-10-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,NA,67,399,989
12-11-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,NA,39,626,1044
12-12-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,NA,41,559,1064
13-12-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,NA,54,354,856
14-12-2005,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,NA,38,422,922
06-06-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
06-09-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
13-06-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
28-06-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
07-01-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
07-08-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
22-07-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
27-07-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
28-07-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
29-07-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
08-02-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
16-08-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
21-08-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
23-08-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
25-08-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
09-01-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
09-07-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
09-11-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
22-09-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
28-09-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
10-12-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
17-10-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
25-10-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
27-10-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
31-10-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
11-01-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
11-02-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
11-03-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
11-04-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
11-12-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
16-11-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
21-11-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
24-11-2005,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,NA,NA,NA
06-01-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,10,20,149,604
06-11-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,5,10,NA,NA
27-06-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,6,10,39,154
23-07-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,23,105,431
24-07-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,23,126,396
27-07-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,7,16,74,136
28-07-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,17,17,68,185
30-07-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,5,18,47,181
31-07-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,10,17,50,114
08-01-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,9,11,48,164
08-03-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,9,20,32,175
08-04-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,9,NA,75,191
08-08-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,12,NA,39,367
08-09-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,9,16,72,269
08-10-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,15,116,364
08-11-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,5,15,67,452
14-08-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,NA,63,367
17-08-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,11,NA,39,101
18-08-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,32,NA,58,269
22-08-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,NA,44,235
28-08-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,17,22,51,306
29-08-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,NA,85,333
30-08-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,18,NA,77,429
31-08-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,NA,55,393
09-02-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,10,27,106,367
09-05-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,9,24,54,182
09-08-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,4,17,50,199
09-09-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,15,16,56,225
20-09-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,5,16,91,159
28-09-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,4,21,80,312
29-09-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,12,30,87,318
10-05-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,12,NA,161,346
10-09-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,44,153,326
13-10-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,11,23,204,381
16-10-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,36,171,401
19-10-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,8,34,103,362
21-10-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,36,21,78,274
28-10-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,22,48,325,634
11-08-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,40,425,771
11-11-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,38,420,560
15-11-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,29,318,533
17-11-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,23,275,547
23-11-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,NA,430,528
27-11-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,60,346,557
30-11-2005,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,4,39,233,460
06-09-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4,20,349,690
06-11-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4,19,518,NA
06-12-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,6,10,356,581
13-06-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,15,20,357,NA
14-06-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,5,18,186,441
15-06-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,7,17,123,377
27-06-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,8,11,32,100
28-06-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,NA,30,102
29-06-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,5,13,41,107
30-06-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,9,25,98
07-03-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,NA,24,74
07-07-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,NA,48,123
07-09-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,NA,73,149
07-10-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,9,NA,53,145
21-07-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,13,41,253
23-07-2005,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,13,62,195
